gene_id_5prime,gene_symbol_5prime,chr_5prime,gene_id_3prime,gene_symbol_3prime,chr_3prime,model_id,model_name,tissue,in_patient,in_frame,in_cosmic_fusions,dataset
SIDG38289,TNRC6A,16,SIDG14785,LINC00375,13,SIDM00711,NCI-H2066,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG38300,TNS3,7,SIDG24858,PKD1L1,7,SIDM01119,NCI-H727,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG38315,TOM1L2,17,SIDG00805,ALDH3A2,17,SIDM00598,HARA,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG38315,TOM1L2,17,SIDG00805,ALDH3A2,17,SIDM00598,HARA,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG38315,TOM1L2,17,SIDG00805,ALDH3A2,17,SIDM00598,HARA,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG38358,TOX,8,SIDG42304,ZNF776,19,SIDM00230,IST-SL2,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG38363,TP53,17,SIDG10195,GLP2R,17,SIDM00718,NCI-H358,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG38386,TP73,1,SIDG03068,C12orf76,12,SIDM01071,HCC-33,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG38386,TP73,1,SIDG23821,PACSIN2,22,SIDM00653,NCI-H1092,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG38386,TP73,1,SIDG23821,PACSIN2,22,SIDM00653,NCI-H1092,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG38392,TPD52,8,SIDG24004,PCAT1,8,SIDM01067,HCC-827,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG38393,TPD52L1,6,SIDG23953,PARVA,11,SIDM01131,NCI-H82,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG38429,TPPP,5,SIDG08242,EYS,6,SIDM00739,NCI-H1734,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG38484,TPX2,20,SIDG06328,DEFB123,20,SIDM00708,NCI-H2087,Lung,True,Yes,False,Sanger Cell Lines Fusions
SIDG38540,TRAF2,9,SIDG39678,TSPAN1,1,SIDM00771,NCI-H1792,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG38540,TRAF2,9,SIDG39678,TSPAN1,1,SIDM00771,NCI-H1792,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG38614,TRAK1,3,SIDG01505,ARL13B,3,SIDM00926,NCI-H2172,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG38614,TRAK1,3,SIDG09498,FRMD4B,3,SIDM00926,NCI-H2172,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG38618,TRAM2,6,SIDG10746,GSTA11P,6,SIDM01183,UMC-11,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG38620,TRANK1,3,SIDG40336,ULK4,3,SIDM00710,NCI-H2081,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG38642,TRAPPC9,8,SIDG13549,KCNK9,8,SIDM00926,NCI-H2172,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39079,TRIM33,1,SIDG06365,DENND2C,1,SIDM00716,NCI-H2170,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39079,TRIM33,1,SIDG06365,DENND2C,1,SIDM00716,NCI-H2170,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39084,TRIM37,17,SIDG20315,MSI2,17,SIDM00706,NCI-H209,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG39169,TRIO,5,SIDG16160,LINC02142,5,SIDM00927,NCI-H510A,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39179,TRIT1,1,SIDG00787,AKT3,1,SIDM00741,NCI-H1694,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39179,TRIT1,1,SIDG00787,AKT3,1,SIDM00741,NCI-H1694,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39179,TRIT1,1,SIDG07857,EP400,12,SIDM01071,HCC-33,Lung,False,3UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG39179,TRIT1,1,SIDG07857,EP400,12,SIDM01071,HCC-33,Lung,False,3UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG39179,TRIT1,1,SIDG07857,EP400,12,SIDM01071,HCC-33,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39179,TRIT1,1,SIDG21103,MYCL,1,SIDM00653,NCI-H1092,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39179,TRIT1,1,SIDG21103,MYCL,1,SIDM00653,NCI-H1092,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39179,TRIT1,1,SIDG25472,PPIE,1,SIDM00653,NCI-H1092,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39179,TRIT1,1,SIDG25472,PPIE,1,SIDM00653,NCI-H1092,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG39179,TRIT1,1,SIDG25472,PPIE,1,SIDM00653,NCI-H1092,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG39179,TRIT1,1,SIDG27242,RIMS3,1,SIDM00760,NCI-H1963,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39179,TRIT1,1,SIDG72069,EXO5-DT,1,SIDM00760,NCI-H1963,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG39179,TRIT1,1,SIDG39676,TSNAX-DISC1,1,SIDM00741,NCI-H1694,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39366,RO60,1,SIDG07224,DZIP1,13,SIDM00756,NCI-H2009,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG39366,RO60,1,SIDG07224,DZIP1,13,SIDM00756,NCI-H2009,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG39366,RO60,1,SIDG07224,DZIP1,13,SIDM00756,NCI-H2009,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG39650,TSEN15,1,SIDG27119,RGL1,1,SIDM00926,NCI-H2172,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39676,TSNAX-DISC1,1,SIDG23995,PBX1,1,SIDM00741,NCI-H1694,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39678,TSPAN1,1,SIDG37908,TMEM59,1,SIDM00703,NCI-H2110,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG39692,TSPAN14,10,SIDG38124,TMEM254,10,SIDM00925,NCI-H441,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG39682,TSPAN5,4,SIDG06740,DNAJB14,4,SIDM00645,NCI-H1355,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39772,TTC12,11,SIDG05745,CWF19L2,11,SIDM00509,COR-L311,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG39772,TTC12,11,SIDG05745,CWF19L2,11,SIDM00509,COR-L311,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG39772,TTC12,11,SIDG05745,CWF19L2,11,SIDM00509,COR-L311,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG39772,TTC12,11,SIDG05745,CWF19L2,11,SIDM00509,COR-L311,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG39777,TTC19,17,SIDG03623,CCDC13,3,SIDM01126,NCI-H64,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39777,TTC19,17,SIDG03624,CCDC13-AS1,3,SIDM01126,NCI-H64,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39777,TTC19,17,SIDG03624,CCDC13-AS1,3,SIDM01126,NCI-H64,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39788,TTC28,22,SIDG01174,AP1B1,22,SIDM00320,VMRC-LCD,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39788,TTC28,22,SIDG19870,MN1,22,SIDM00760,NCI-H1963,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG39788,TTC28,22,SIDG22449,NUMA1,11,SIDM00704,NCI-H211,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39759,TTC3,21,SIDG09111,FHIT,3,SIDM00754,NCI-H1781,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39821,TTLL7,1,SIDG07959,ERI3,1,SIDM00924,ChaGo-K-1,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG39821,TTLL7,1,SIDG10305,GNG5,1,SIDM01119,NCI-H727,Lung,True,Yes,False,Sanger Cell Lines Fusions
SIDG39978,TUT1,11,SIDG37040,SZT2,1,SIDM01071,HCC-33,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG39995,TWSG1,18,SIDG24669,PIK3C3,18,SIDM00927,NCI-H510A,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG39997,TXLNA,1,SIDG13955,KPNA6,1,SIDM01124,NCI-H650,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40025,TXNRD1,12,SIDG03065,UQCC6,12,SIDM00309,NCI-H2803,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG40031,TYMS,18,SIDG34099,SEPTIN9,17,SIDM01121,NCI-H69,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG40043,TYW1,7,SIDG41751,ZNF92,7,SIDM00965,NCI-H446,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40079,UBAP1,9,SIDG06102,DCAF12,9,SIDM00926,NCI-H2172,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG40079,UBAP1,9,SIDG06102,DCAF12,9,SIDM00926,NCI-H2172,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG40081,UBAP2,9,SIDG03759,CCDC171,9,SIDM00718,NCI-H358,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG40081,UBAP2,9,SIDG38313,TOM1,22,SIDM00769,NCI-H1838,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40081,UBAP2,9,SIDG41421,ZBTB5,9,SIDM00518,NCI-H290,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40111,UBE2E1,3,SIDG01186,AP2A2,11,SIDM00758,NCI-H1993,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG40111,UBE2E1,3,SIDG06064,DAZL,3,SIDM00710,NCI-H2081,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40111,UBE2E1,3,SIDG41159,WNT7A,3,SIDM00710,NCI-H2081,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG40111,UBE2E1,3,SIDG41159,WNT7A,3,SIDM00710,NCI-H2081,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG40138,UBE2N,12,SIDG10584,GPR182,12,SIDM00738,NCI-H1755,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40141,UBE2O,17,SIDG17675,MFSD11,17,SIDM01183,UMC-11,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40196,UBE4B,1,SIDG37262,TBCB,19,SIDM01071,HCC-33,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG40197,UBFD1,16,SIDG33853,SCNN1B,16,SIDM00741,NCI-H1694,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40197,UBFD1,16,SIDG33853,SCNN1B,16,SIDM00741,NCI-H1694,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40200,UBL3,13,SIDG14371,LAMTOR2,1,SIDM00309,NCI-H2803,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40216,UBQLN1,9,SIDG34378,SHC3,9,SIDM00758,NCI-H1993,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG40216,UBQLN1,9,SIDG34378,SHC3,9,SIDM00758,NCI-H1993,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40225,UBR2,6,SIDG16279,LINC02261,4,SIDM01122,NCI-H661,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40248,UBXN4,2,SIDG26457,R3HDM1,2,SIDM01125,NCI-H647,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG40248,UBXN4,2,SIDG26457,R3HDM1,2,SIDM01125,NCI-H647,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG40250,UBXN7,3,SIDG06621,DLG1,3,SIDM00747,NCI-H1623,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG40250,UBXN7,3,SIDG24977,PLD4,14,SIDM00100,NCI-H2595,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG40276,UFD1,22,SIDG40026,TXNRD2,22,SIDM00924,ChaGo-K-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40286,UGGT2,13,SIDG10661,GRIK4,11,SIDM00921,Calu-6,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40295,UGT1A6,2,SIDG00888,ALPK1,4,SIDM00100,NCI-H2595,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG40296,UGT1A7,2,SIDG00888,ALPK1,4,SIDM00100,NCI-H2595,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG40324,UHRF1,19,SIDG24613,PIAS4,19,SIDM00927,NCI-H510A,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG40326,BLTP3B,12,SIDG06384,DEPDC4,12,SIDM01124,NCI-H650,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG40370,UNC119,17,SIDG24653,PIGS,17,SIDM00747,NCI-H1623,Lung,False,3UTR_CODING,False,Sanger Cell Lines Fusions
SIDG40356,UNC45A,15,SIDG07198,DYRK1A,21,SIDM00927,NCI-H510A,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40360,UNC80,2,SIDG17190,MAP2,2,SIDM00741,NCI-H1694,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG40377,UNK,17,SIDG21196,MYO15B,17,SIDM00245,MS-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40412,UQCRC2,16,SIDG14459,LCMT1,16,SIDM00652,NCI-H1105,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG40514,USP13,3,SIDG13936,KNL1,15,SIDM00354,RERF-LC-Sq1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40579,USP43,17,SIDG05041,CNTLN,9,SIDM00523,DMS-53,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG40581,USP45,6,SIDG22689,OPN3,1,SIDM00224,IST-MES1,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG40467,USP9Y,Y,SIDG41193,WWOX,16,SIDM01103,SK-MES-1,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG40594,UTF1,10,SIDG37740,TIPARP,3,SIDM01126,NCI-H64,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40610,UVRAG,11,SIDG06397,DEUP1,11,SIDM00119,EKVX,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40610,UVRAG,11,SIDG25197,POLD3,11,SIDM00739,NCI-H1734,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40610,UVRAG,11,SIDG37293,TBX10,11,SIDM00749,NCI-H1573,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG40610,UVRAG,11,SIDG37293,TBX10,11,SIDM00749,NCI-H1573,Lung,False,stop-codon,False,Sanger Cell Lines Fusions
SIDG40650,VCP,9,SIDG24644,PIGO,9,SIDM00222,MPP-89,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40728,VMP1,17,SIDG23766,P3H2-AS1,3,SIDM01126,NCI-H64,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG06090,DCAF1,3,SIDG27184,RHOA,3,SIDM01118,NCI-H740,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40875,VPS13D,1,SIDG05435,CROCCP3,1,SIDM00645,NCI-H1355,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40899,VPS41,7,SIDG25336,POU6F2-AS2,7,SIDM00365,SBC-1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40900,VPS45,1,SIDG23712,OTUD7B,1,SIDM00508,COR-L32,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG40867,VPS8,3,SIDG00642,AGRN,1,SIDM00927,NCI-H510A,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40867,VPS8,3,SIDG07883,EPHA6,3,SIDM00354,RERF-LC-Sq1,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40867,VPS8,3,SIDG07883,EPHA6,3,SIDM00354,RERF-LC-Sq1,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG40924,VSTM2B,19,SIDG03654,CCDC57,17,SIDM01116,NCI-H810,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG40924,VSTM2B,19,SIDG03654,CCDC57,17,SIDM01116,NCI-H810,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG40965,WAC,10,SIDG34261,SFMBT2,10,SIDM00297,LC-2-ad,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG40999,WBP1L,10,SIDG36842,SUFU,10,SIDM00749,NCI-H1573,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41025,WDFY3,4,SIDG02847,C4orf51,4,SIDM00311,NCI-H2810,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG41025,WDFY3,4,SIDG26690,RAP1GDS1,4,SIDM00100,NCI-H2595,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG41025,WDFY3,4,SIDG26690,RAP1GDS1,4,SIDM00100,NCI-H2595,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41030,WDPCP,2,SIDG21709,NEK11,3,SIDM00292,LU-165,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG41048,WDR25,14,SIDG05990,CYP46A1,14,SIDM00293,LU-139,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41055,WDR36,5,SIDG22288,NREP-AS1,5,SIDM00640,MSTO-211H,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG41056,WDR37,10,SIDG12294,IDI2-AS1,10,SIDM00719,NCI-H345,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41072,WDR59,16,SIDG10098,GINS3,16,SIDM00511,COR-L279,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41075,WDR62,19,SIDG04762,CLC,19,SIDM00730,NCI-H2227,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG41075,WDR62,19,SIDG21076,MXD1,2,SIDM00222,MPP-89,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41091,WDR83,19,SIDG08921,FBXW9,19,SIDM01130,NCI-H520,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG41111,WFDC2,20,SIDG33855,SCNN1G,16,SIDM00746,NCI-H1648,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG22321,NSD3,8,SIDG00988,ANK1,8,SIDM00748,NCI-H1581,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41135,WIPF2,17,SIDG09205,FMNL1,17,SIDM00742,NCI-H1693,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG41135,WIPF2,17,SIDG26366,PVT1,8,SIDM00716,NCI-H2170,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41135,WIPF2,17,SIDG26703,RAPGEFL1,17,SIDM00511,COR-L279,Lung,True,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG41135,WIPF2,17,SIDG41193,WWOX,16,SIDM01183,UMC-11,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG41138,WIPI2,7,SIDG06948,DPY19L1,7,SIDM01125,NCI-H647,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41146,WNK2,9,SIDG03460,CARD19,9,SIDM00524,DMS-79,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG41160,WNT7B,22,SIDG03282,CABIN1,22,SIDM00046,H3255,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG41187,WWC1,5,SIDG24494,PHACTR1,6,SIDM00758,NCI-H1993,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG41193,WWOX,16,SIDG04942,CMIP,16,SIDM00292,LU-165,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG41193,WWOX,16,SIDG22418,NUDT7,16,SIDM00755,NCI-H1793,Lung,True,Yes,False,Sanger Cell Lines Fusions
SIDG41193,WWOX,16,SIDG22418,NUDT7,16,SIDM00755,NCI-H1793,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG41265,XPR1,1,SIDG39275,TRMT1L,1,SIDM01128,NCI-H526,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG41271,XRCC5,2,SIDG21183,MYO5A,15,SIDM00309,NCI-H2803,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41272,XRCC6,22,SIDG00212,ACO2,22,SIDM00927,NCI-H510A,Lung,True,No,False,Sanger Cell Lines Fusions
SIDG41281,XRN2,20,SIDG05573,CST13P,20,SIDM00100,NCI-H2595,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41285,XXYLT1,3,SIDG17494,MED12L,3,SIDM01128,NCI-H526,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41292,YAF2,12,SIDG16883,LRRK2,12,SIDM00645,NCI-H1355,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG41292,YAF2,12,SIDG16883,LRRK2,12,SIDM00645,NCI-H1355,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG41294,YAP1,11,SIDG05729,CUL5,11,SIDM00119,EKVX,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG41294,YAP1,11,SIDG05729,CUL5,11,SIDM00119,EKVX,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG41294,YAP1,11,SIDG24253,PDGFD,11,SIDM01156,SW1271,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG41294,YAP1,11,SIDG24253,PDGFD,11,SIDM01156,SW1271,Lung,False,ambiguous,False,Sanger Cell Lines Fusions
SIDG41294,YAP1,11,SIDG24253,PDGFD,11,SIDM01156,SW1271,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41316,YDJC,22,SIDG17235,MAPK1,22,SIDM00547,LU-65,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41324,YIPF1,1,SIDG37908,TMEM59,1,SIDM00749,NCI-H1573,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG41361,YWHAE,17,SIDG24837,PITPNA,17,SIDM00100,NCI-H2595,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41381,YWHAZ,8,SIDG42241,ZNF706,8,SIDM00792,NCI-H1688,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG41391,YY1,14,SIDG09296,FOXG1,14,SIDM00183,LB647-SCLC,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41449,ZBTB24,6,SIDG13593,KCTD1,18,SIDM00769,NCI-H1838,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41449,ZBTB24,6,SIDG13593,KCTD1,18,SIDM00769,NCI-H1838,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41501,ZCCHC7,9,SIDG02986,SPATA31G1,9,SIDM00518,NCI-H290,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41529,ZDHHC11B,5,SIDG04365,CEP72,5,SIDM00734,NCI-H1437,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41534,ZDHHC16,10,SIDG25513,PPP1R2,3,SIDM00547,LU-65,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG41534,ZDHHC16,10,SIDG25513,PPP1R2,3,SIDM00547,LU-65,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG41558,ZFAND3,6,SIDG02889,C6orf89,6,SIDM00865,DMS-114,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG41558,ZFAND3,6,SIDG02889,C6orf89,6,SIDM00865,DMS-114,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41588,ZFP69,1,SIDG21811,NFYC,1,SIDM00143,COLO-668,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41589,ZFP69B,1,SIDG02249,BEND5,1,SIDM00770,NCI-H1836,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG41589,ZFP69B,1,SIDG27271,RLF,1,SIDM00143,COLO-668,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41589,ZFP69B,1,SIDG27271,RLF,1,SIDM00143,COLO-668,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41640,ZKSCAN5,7,SIDG33577,S100A2,1,SIDM00758,NCI-H1993,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG41640,ZKSCAN5,7,SIDG33577,S100A2,1,SIDM00758,NCI-H1993,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG41652,ZMPSTE24,1,SIDG39179,TRIT1,1,SIDM00143,COLO-668,Lung,False,No,False,Sanger Cell Lines Fusions
SIDG41779,ZNF117,7,SIDG24222,PDE1A,2,SIDM00727,NCI-H2342,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG41786,ZNF124,1,SIDG26566,RABGAP1L,1,SIDM00509,COR-L311,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG41837,ZNF195,11,SIDG22470,NUP98,11,SIDM00245,MS-1,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG41856,ZNF217,20,SIDG02158,BCAS1,20,SIDM00116,NCI-H522,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG41856,ZNF217,20,SIDG02158,BCAS1,20,SIDM00116,NCI-H522,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG41856,ZNF217,20,SIDG02158,BCAS1,20,SIDM00116,NCI-H522,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG41864,ZNF227,19,SIDG09680,GAB2,11,SIDM00486,EBC-1,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG41941,ZNF331,19,SIDG41633,ZIM2,19,SIDM00703,NCI-H2110,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG41983,ZNF407,18,SIDG06116,DCC,18,SIDM01156,SW1271,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG41990,ZNF417,19,SIDG42134,ZNF587B,19,SIDM00953,CPC-N,Lung,False,3UTR_3UTR,False,Sanger Cell Lines Fusions
SIDG42013,ZNF444,19,SIDG39658,TSGA10,2,SIDM00134,HOP-92,Lung,False,3UTR_CODING,False,Sanger Cell Lines Fusions
SIDG42036,ZNF486,19,SIDG27116,RFXANK,19,SIDM00755,NCI-H1793,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG42036,ZNF486,19,SIDG27116,RFXANK,19,SIDM00755,NCI-H1793,Lung,False,Yes,False,Sanger Cell Lines Fusions
SIDG42080,ZNF532,18,SIDG05722,CUL1,7,SIDM00367,SBC-3,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG42114,ZNF571,19,SIDG00674,AHSP,16,SIDM00711,NCI-H2066,Lung,False,5UTR_5UTR,False,Sanger Cell Lines Fusions
SIDG42181,ZNF644,1,SIDG06510,DHCR24,1,SIDM00921,Calu-6,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG42185,ZNF649,19,SIDG42160,ZNF616,19,SIDM00927,NCI-H510A,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG41673,ZNF7,8,SIDG02932,C8orf33,8,SIDM00763,NCI-H1915,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
SIDG41673,ZNF7,8,SIDG07897,EPM2A,6,SIDM00747,NCI-H1623,Lung,False,5UTR_CODING,False,Sanger Cell Lines Fusions
